City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,petauke,-14.2426,31.3253,23.25,61,81,2.57,ZM,1670348224
365,uray,60.1247,64.7758,-17.65,98,31,2.56,RU,1670348225
366,shirvan,39.9509,48.8994,3.9,84,100,3.45,AZ,1670348225
367,plettenberg bay,-34.0527,23.3716,16.64,86,2,2.76,ZA,1670348226
368,xining,36.6167,101.7667,-3.13,50,99,0.32,CN,1670348226
369,anito,12.4497,125.2886,25.42,82,83,3.0,PH,1670348227
370,chokurdakh,70.6333,147.9167,-31.84,99,88,1.62,RU,1670348227
371,winnemucca,40.973,-117.7357,-1.97,86,20,2.57,US,1670348228
372,kitui,-1.367,38.0106,18.48,90,100,1.72,KE,1670348228
373,sorland,67.667,12.6934,0.92,67,100,11.66,NO,1670348228
374,moche,-8.1711,-79.0092,21.1,78,69,4.12,PE,1670348229
375,the valley,18.217,-63.0578,28.23,57,20,4.12,AI,1670348229
376,maniitsoq,65.4167,-52.9,0.55,79,92,13.32,GL,1670348230
377,guaraniacu,-25.1008,-52.8781,25.75,69,55,2.03,BR,1670348230
378,sinnai,39.3042,9.2036,15.29,77,0,1.54,IT,1670348231
379,port augusta,-32.5,137.7667,19.28,62,100,8.29,AU,1670348231
380,airai,-8.9266,125.4092,15.31,64,92,0.9,TL,1670348231
381,geraldton,-28.7667,114.6,18.23,68,0,4.63,AU,1670348232
382,martapura,-3.4167,114.85,25.05,100,20,1.03,ID,1670348232
383,praia,14.9215,-23.5087,26.3,57,40,7.2,CV,1670348233
384,simao,22.7886,100.9748,12.33,99,19,1.28,CN,1670348233
385,ayr,55.4627,-4.6339,2.74,93,0,1.03,GB,1670348233
386,hovd,48.0056,91.6419,-16.8,75,2,1.87,MN,1670348234
387,te anau,-45.4167,167.7167,4.03,91,28,0.62,NZ,1670348234
388,whyalla,-33.0333,137.5833,18.31,70,100,9.89,AU,1670348235
389,chifeng,42.2683,118.9636,-6.86,38,0,5.44,CN,1670348235
390,san pedro,14.35,121.0167,26.84,81,40,2.57,PH,1670348236
391,itau de minas,-20.7394,-46.7522,22.49,87,95,1.5,BR,1670348236
392,pasighat,28.0667,95.3333,15.94,51,0,1.68,IN,1670348236
393,la libertad,-2.2333,-80.9,23.81,73,75,5.14,EC,1670348237
394,severomuysk,56.1481,113.4267,-23.18,98,100,2.46,RU,1670348237
395,hereford,52.0568,-2.7148,4.85,90,89,2.36,GB,1670348238
396,kununurra,-15.7667,128.7333,26.99,94,40,0.51,AU,1670348238
397,sao bartolomeu de messines,37.2602,-8.2867,15.23,87,99,1.15,PT,1670348238
398,male,4.1748,73.5089,27.97,78,75,3.09,MV,1670348001
399,matara,5.9485,80.5353,24.85,89,99,1.02,LK,1670348239
400,komsomolskiy,40.4272,71.7189,1.4,80,75,2.06,UZ,1670348240
401,corinto,37.9407,22.9573,14.38,86,99,1.84,GR,1670348240
402,masaki,33.7876,132.7112,9.16,42,28,1.34,JP,1670348241
403,rantepao,-2.9701,119.8978,18.56,95,72,1.13,ID,1670348241
404,amga,60.8953,131.9608,-26.11,100,100,1.04,RU,1670348242
405,kalmunai,7.4167,81.8167,24.8,86,100,6.21,LK,1670348242
406,smithers,54.7804,-127.1743,-14.82,85,75,1.54,CA,1670348109
407,port lavaca,28.615,-96.6261,27.18,86,75,6.17,US,1670348243
408,buzmeyin,38.0507,58.2056,-0.15,74,100,1.03,TM,1670348243
409,port-cartier,50.0334,-66.8654,3.12,94,100,2.2,CA,1670348244
410,sedalia,38.7045,-93.2283,5.24,81,100,3.09,US,1670348178
411,doha,25.2867,51.5333,24.99,78,0,3.6,QA,1670348163
412,parana,-31.732,-60.5238,37.54,30,0,2.41,AR,1670348244
413,grand gaube,-20.0064,57.6608,25.22,75,59,2.24,MU,1670348245
414,novyy urengoy,66.0833,76.6333,-16.59,97,97,4.68,RU,1670348245
415,santa cecilia,-26.9608,-50.4269,24.46,66,54,1.46,BR,1670348245
416,labuhan,-6.8844,112.2051,26.31,80,100,1.45,ID,1670348246
417,valparaiso,-33.0393,-71.6273,26.13,50,0,7.2,CL,1670348246
418,high level,58.5169,-117.136,-26.21,82,6,2.22,CA,1670348247
419,sabya,17.1495,42.6254,27.79,70,2,1.12,SA,1670348247
420,balkhash,46.844,74.9804,-16.51,87,36,3.68,KZ,1670348248
421,san patricio,28.017,-97.5169,25.92,64,57,7.44,US,1670348248
422,avallon,47.4833,3.9,3.12,91,100,2.59,FR,1670348248
423,pauini,-7.7136,-66.9764,35.0,36,97,1.2,BR,1670348249
424,gat,31.61,34.7642,16.89,100,31,0.56,IL,1670348249
425,gimli,50.6336,-96.9907,-19.99,77,100,1.54,CA,1670348119
426,porto novo,6.4965,2.6036,28.9,80,100,3.93,BJ,1670348072
427,lac du bonnet,50.2536,-96.0612,-17.99,86,100,1.66,CA,1670348250
428,asfi,32.2994,-9.2372,17.99,85,100,4.08,MA,1670348251
429,kentau,43.5206,68.5094,-8.83,58,0,2.64,KZ,1670348251
430,zarya,55.7553,38.0958,-5.79,78,100,4.23,RU,1670348251
431,severo-kurilsk,50.6789,156.125,-0.59,82,91,6.0,RU,1670348252
432,bayanday,53.0661,105.5139,-11.88,82,100,5.16,RU,1670348252
433,sinnamary,5.3833,-52.95,27.75,80,42,4.93,GF,1670348253
434,santa cruz,-17.8,-63.1667,33.03,52,75,3.6,BO,1670348253
435,tomatlan,19.9333,-105.25,30.89,54,50,1.65,MX,1670348253
436,atambua,-9.1061,124.8925,22.8,73,57,0.89,ID,1670348254
437,brokopondo,4.75,-55.1667,30.54,54,17,1.31,SR,1670348254
438,bouna,9.2667,-3.0,31.18,18,2,1.94,CI,1670348255
439,pemba,-12.974,40.5178,27.39,83,40,5.66,MZ,1670348255
440,neuquen,-38.9516,-68.0591,29.19,30,0,1.03,AR,1670348255
441,adrar,20.5022,-10.0711,27.9,27,0,1.41,MR,1670348256
442,makakilo city,21.3469,-158.0858,22.56,86,20,2.57,US,1670348256
443,cervo,43.6702,-7.4101,12.2,80,70,1.4,ES,1670348257
444,pokhara,28.2333,83.9833,13.5,46,0,2.13,NP,1670348257
445,igrim,63.1906,64.4162,-14.96,94,80,3.11,RU,1670348257
446,kailua,21.4022,-157.7394,23.37,77,100,4.28,US,1670348258
447,qazanbulaq,40.6192,46.6519,2.5,72,99,1.95,AZ,1670348258
448,languyan,5.2618,120.0807,25.25,86,100,1.79,PH,1670348259
449,iguape,-24.7081,-47.5553,25.47,87,62,3.92,BR,1670348259
450,kostino,58.9097,53.2691,-15.17,89,68,2.99,RU,1670348259
451,batticaloa,7.7102,81.6924,25.36,84,100,6.19,LK,1670348260
452,hasaki,35.7333,140.8333,5.12,78,60,3.81,JP,1670348260
453,garowe,8.4054,48.4845,24.36,57,68,8.91,SO,1670348261
454,codrington,-38.2667,141.9667,7.84,92,9,1.05,AU,1670348261
455,valparai,10.3667,76.9667,16.48,80,94,1.83,IN,1670348261
456,warmbad,-28.45,18.7333,25.09,13,0,5.01,NA,1670348262
457,san ramon,37.7799,-121.978,10.46,89,100,3.09,US,1670347993
458,churapcha,62.0025,132.4325,-29.3,99,100,1.25,RU,1670348262
459,camapua,-19.5314,-54.0439,30.74,50,84,4.66,BR,1670348263
460,tairua,-37.0167,175.85,15.53,94,100,3.51,NZ,1670348263
461,price,39.5994,-110.8107,3.59,41,0,2.57,US,1670348264
462,vengerovo,55.6848,76.7471,-17.21,95,100,2.11,RU,1670348264
463,sokoto,13.0609,5.239,27.55,14,33,4.51,NG,1670348264
464,kidal,18.4411,1.4078,28.28,13,98,4.24,ML,1670348265
465,avigliano,40.7329,15.72,7.59,70,72,1.33,IT,1670348265
466,buchanan,5.8808,-10.0467,27.09,78,30,3.87,LR,1670348266
467,moba,33.2288,105.0179,-2.14,92,70,1.2,CN,1670348266
468,japura,-0.3167,102.35,23.34,98,73,0.39,ID,1670348266
469,san-pedro,4.7485,-6.6363,26.53,81,78,2.89,CI,1670348267
470,trelleborg,55.3751,13.1569,1.97,81,99,4.33,SE,1670348267
471,anadyr,64.75,177.4833,-10.72,85,40,7.0,RU,1670348268
472,faanui,-16.4833,-151.75,26.45,75,29,7.75,PF,1670348268
473,catuday,16.2923,119.8062,25.96,78,16,3.52,PH,1670348268
474,tomaszow lubelski,50.4477,23.4162,1.36,97,100,3.8,PL,1670348269
475,verkhnevilyuysk,63.4453,120.3167,-26.06,92,88,3.44,RU,1670348269
476,diamantina,-18.2494,-43.6003,16.36,91,100,1.04,BR,1670348270
477,wufeng,27.45,104.8333,0.52,93,100,1.34,CN,1670348270
478,bairiki,1.3292,172.9752,27.0,89,75,4.12,KI,1670348271
479,bayir,37.2687,28.2167,6.29,87,12,0.86,TR,1670348271
480,bonavista,48.6499,-53.1147,1.82,82,16,4.28,CA,1670348271
481,saint-joseph,-21.3667,55.6167,25.21,81,58,5.7,RE,1670348272
482,slawno,54.3628,16.6789,3.1,96,100,3.11,PL,1670348274
483,mbuguni,-3.5667,36.95,27.79,61,100,3.81,TZ,1670348275
484,lagoa,39.05,-27.9833,15.02,77,79,10.63,PT,1670348275
485,kodinsk,58.6881,99.1844,-13.68,92,100,5.46,RU,1670348276
486,jaru,-10.4389,-62.4664,26.54,87,97,2.72,BR,1670348276
487,wewak,-3.5534,143.6268,25.42,88,100,1.82,PG,1670348277
488,shakawe,-18.3667,21.85,24.27,48,78,4.95,BW,1670348277
489,kushima,31.4583,131.2333,6.28,75,15,3.67,JP,1670348278
490,cockburn town,21.4612,-71.1419,25.75,61,29,7.02,TC,1670348278
491,kushmurun,52.4503,64.6311,-21.64,97,28,2.18,KZ,1670348279
492,teguise,29.0605,-13.564,21.12,73,40,4.12,ES,1670348279
493,jambi,-1.6,103.6167,23.23,97,100,0.23,ID,1670348279
494,ancona,43.55,13.1667,12.13,94,100,1.03,IT,1670348280
495,fuling,29.7022,107.3919,9.8,73,84,0.57,CN,1670348280
496,lakes entrance,-37.8811,147.981,9.53,89,50,2.22,AU,1670348281
497,altay,47.8667,88.1167,-16.44,81,58,2.75,CN,1670348281
498,mersing,2.4312,103.8405,24.95,94,20,2.06,MY,1670348282
499,mubi,10.2676,13.2644,25.56,20,29,2.0,NG,1670348282
500,floresta,-8.6011,-38.5686,30.36,42,97,4.6,BR,1670348282
501,walvis bay,-22.9575,14.5053,19.53,63,1,7.2,NA,1670348283
502,tanggu,39.0211,117.6469,1.98,28,0,3.92,CN,1670348283
503,port lincoln,-34.7333,135.8667,14.16,76,44,6.91,AU,1670348283
504,sulangan,11.1373,123.7228,27.13,78,88,5.64,PH,1670348284
505,nambale,0.4459,34.2519,17.93,89,100,2.53,KE,1670348284
506,beitbridge,-22.2167,30.0,27.64,60,51,10.27,ZW,1670348285
507,rajampet,14.1833,79.1667,21.85,92,99,0.77,IN,1670348285
508,lompoc,34.6391,-120.4579,13.77,95,0,4.63,US,1670348286
509,biltine,14.5333,20.9167,23.45,17,0,5.04,TD,1670348286
510,bulawayo,-20.15,28.5833,22.58,49,88,1.37,ZW,1670348286
511,cayenne,4.9333,-52.3333,26.02,83,75,4.12,GF,1670348254
512,petropavlovsk-kamchatskiy,53.0452,158.6483,-9.67,92,75,0.0,RU,1670348287
513,yatou,37.15,122.3833,0.52,62,1,4.07,CN,1670348287
514,tevaitoa,-16.7833,-151.5,26.39,75,22,8.03,PF,1670348288
515,waingapu,-9.6567,120.2641,25.81,80,67,1.22,ID,1670348288
516,gornyatskiy,48.2915,40.9575,-6.33,66,11,6.26,RU,1670348289
517,taoudenni,22.6783,-3.9836,29.42,29,6,0.45,ML,1670348289
518,beyla,8.6833,-8.6333,25.47,50,22,1.53,GN,1670348290
519,juneau,58.3019,-134.4197,1.79,100,100,5.66,US,1670348237
520,pokaran,26.9167,71.9167,17.9,21,0,3.37,IN,1670348290
521,dobra,44.7833,25.7167,6.24,91,92,0.95,RO,1670348291
522,kosh-agach,50.0,88.6667,-24.66,89,10,1.53,RU,1670348291
523,dunedin,-45.8742,170.5036,8.78,70,55,3.83,NZ,1670348291
524,punto fijo,11.6956,-70.1996,27.08,63,72,0.29,VE,1670348292
525,mandalgovi,45.7625,106.2708,-11.82,32,73,3.06,MN,1670348292
526,gondanglegi,-7.7479,112.0132,24.34,91,100,1.32,ID,1670348293
527,bosaso,11.2842,49.1816,25.31,70,50,3.43,SO,1670348257
528,binzhou,37.3667,118.0167,-0.34,52,0,2.37,CN,1670348216
529,pevek,69.7008,170.3133,-12.49,91,100,1.33,RU,1670348294
530,foix,42.8333,1.5833,8.62,70,97,0.75,FR,1670348294
531,cayeli,41.0923,40.7292,11.3,78,76,0.5,TR,1670348294
532,yarada,17.65,83.2667,22.18,88,75,1.03,IN,1670348295
533,tottori,35.5,134.2333,7.56,67,94,6.7,JP,1670348295
534,ranot,7.7777,100.3213,26.59,83,100,6.03,TH,1670348296
535,sturgis,41.7992,-85.4192,6.71,79,100,1.54,US,1670348296
536,miyako,39.6367,141.9525,1.7,85,61,2.48,JP,1670348297
537,atasu,48.6814,71.6433,-24.51,99,69,2.04,KZ,1670348297
538,canto do buriti,-8.11,-42.9444,30.42,47,69,2.73,BR,1670348297
539,nisko,50.5199,22.1397,4.36,92,100,2.24,PL,1670348298
540,gladstone,-23.85,151.25,22.96,73,0,1.54,AU,1670348298
541,spas-demensk,54.4122,34.0226,-7.07,75,100,4.69,RU,1670348299
542,pimentel,-6.8367,-79.9342,25.16,53,0,6.69,PE,1670348299
543,quatre cocos,-20.2078,57.7625,25.06,82,62,7.69,MU,1670348300
544,clonakilty,51.6231,-8.8706,4.56,73,99,6.08,IE,1670348300
545,pundaguitan,6.3711,126.1689,27.36,74,100,4.04,PH,1670348301
546,batagay-alyta,67.8006,130.4114,-40.53,88,19,2.01,RU,1670348301
547,ola,59.5833,151.2833,-22.16,93,68,5.46,RU,1670348302
548,kaisiadorys,54.8667,24.45,-2.06,96,100,4.28,LT,1670348302
549,rongcheng,30.634,117.8517,7.07,84,100,1.04,CN,1670348302
550,yumen,40.2833,97.2,-10.33,88,44,2.84,CN,1670348303
551,puqi,29.7167,113.8833,8.1,78,100,0.61,CN,1670348303
552,susuman,62.7833,148.1667,-47.12,98,75,0.55,RU,1670348304
553,kieta,-6.2167,155.6333,25.5,83,90,0.37,PG,1670348305
554,evensk,61.95,159.2333,-24.35,84,4,3.06,RU,1670348305
555,gazanjyk,39.2446,55.5154,-1.12,50,22,4.13,TM,1670348306
556,dingli,35.8614,14.3822,17.67,88,20,2.06,MT,1670348306
557,kavaratti,10.5669,72.642,27.68,68,77,1.33,IN,1670348306
558,pochutla,15.7432,-96.4661,31.57,43,0,2.65,MX,1670348307
559,broome,42.2506,-75.833,8.55,83,100,3.6,US,1670348211
560,sungaipenuh,-2.0833,101.3833,18.28,98,100,0.36,ID,1670348307
